price_clean,building_type_clean,year_built_clean,floor_size_clean,address_clean,room_clean,shower_clean,car_clean,size_clean,description_clean,coordinates
532500,House,1960,,4/21 Shepparson Avenue Carnegie VIC 3163,2,1,1,681,"Discover your own peaceful hideaway just moments to vibrant Koornang Road, thanks to this warm and welcoming 2-bedroom courtyard apartment. Primed for immediate enjoyment and offering equal appeal to both busy owner-occupiers and investors, the light-filled accommodation includes an inviting lounge/dining area, practical kitchen with lots of cupboard and preparation space plus a stylishly updated, combined bathroom/laundry. Built-in robes can be found in both of the well-sized bedrooms, while split system heating/cooling units are welcomed inclusions in each - as well as in the main living area. Adding to the homes enormous low maintenance appeal is a generous wrap-around courtyard; a lock-up garage concludes a wonderfully carefree lock & leave package.Carnegie station, bus stops and an incredible array of eateries are just footsteps away for the utmost in daily ease and convenience and this prized address is within easy reach of Carnegie Central, Monash University (Caulfield campus) and Chadstone The Fashion Capital.   We donate a portion of our fee from every property transaction to the Woodards Foundation to support people experiencing homelessness, family violence and social isolation.Show More","(-37.889868, 145.057853)"
860000,Unit,,,2/1 Murrumbeena Road Carnegie VIC 3163,2,1,1,196,"A stylishly presented split level art deco solid brick home with manicured gardens, delightful front porch & new double glazed window furnishings set the tone for authentic deco living. The flowing living & dining rooms boast classic high ceilings, with ornate plasterwork features, original hardwood floors, gas illusion log fireplace & divine period detail. All new separate kitchen with stone benchtops, Bosch appliances & breakfast bench open onto a timber deck & spacious paved courtyard - perfect for entertaining & enjoying the tranquil surrounds. The upper floor plays host to a spacious landing with split system heating & cooling, study nook & a private balcony. Two large bedrooms, one with built-in robes both enjoy the elevated vantage. Heritage enthusiasts will love the original updated bathroom with separate toilet. It also flaunts secure entry, convenient under-stair storage/laundry along with off street parking & your own private garage. With scope to add your own modern touch, this charming home is situated close to Chadstone Shopping Centre, Carnegie & Murrumbeena dining & retail precinct & Murrumbeena Station with buses virtually right outside your door.","(-37.884999, 145.067038)"
700000,Unit,2019,76,205/3 Elliott Avenue Carnegie VIC 3163,2,2,1,2196,"*** YOU MUST PRE-REGISTER TO ATTEND THE SCHEDULED INSPECTION *** Positioned within the exclusive 'Ella' complex, this near-new second floor apartment is the finest example of modern designer living. With French Oak floors, neutral tones & sleek interiors, it boasts a stunning open-plan domain with inspired cook's kitchen where top-quality Ilve appliances converge with stone countertops, soft touch white joinery & dual sinks to make a stylish statement. Through sliding doors & offering the ultimate in indoor/outdoor living, a enclosed balcony with glimpses of the area means that summertime entertaining will become your norm. A vast master suite with walk through robe, designer ensuite & study nook is joined by a further bedroom with balcony access - the perfect place to rest & revive. Further enhancements include a spacious Euro laundry, reverse cycle heating/cooling, video intercom entry, a lift & an underground carpark with dedicated storage locker. Mere moments from the heart of vibrant Carnegie- there's some of Melbourne's best casual dining, the train station & all local amenities right at your fingertips.  To inspect, please refer to the listed inspection time (if applicable). If no inspection time is available, or you are not able to make the inspection time/s listed, please select contact agent and register your details.Property is available for a 12 month initial lease. All of our properties are unfurnished. Monthly Rent: $2,651.00   Bond $2,651.00Show More","(-37.88828, 145.06018)"
1705000,Commercial,,,1038A Dandenong Road Carnegie VIC 3163,,,,953,NG,"(-37.88376, 145.054136)"
1705000,Commercial,,,1036A Dandenong Road Carnegie VIC 3163,,,,722,NG,"(-37.88371, 145.053853)"
310000,Unit,1960,55,2/20 Anzac Street Carnegie VIC 3163,2,1,1,786,"This 1 bedroom apartment is a short stroll to popular Koornang Road shops & cafes. Comprises: Modern separate kitchen with meals area & laundry facilities, living room with delightful garden outlook, bedroom with Built in Robe & spacious rejuvenated bathroom with shower over bath, vanity & WC.  Moments from Koornang Road & its vast array of supermarkets, restaurants, cafes & shops, Carnegie & Murrumbeena train stations, Monash University & Chadstone shopping centre. Please click ?Book Inspection? or ?Email Agent? to register for the inspection. Open for inspections and property availability are subject to change and cancellations, registering your details will ensure you are immediately notified via SMS of any changes or cancellations to inspection times.Show More","(-37.885884, 145.064882)"
310000,Unit,1960,,Anzac Street Carnegie VIC 3163,2,,,786,NG,"(-37.892883, 145.056115)"
635000,Unit,,,206/285 Neerim Road Carnegie VIC 3163,2,1,1,79,"Stunning brand new apartment has it all including bright and spacious open-plan living, dining and kitchen space. Living features full-width sliding windows that open out onto private balcony.  The sleek kitchen includes quality appliances, pantry and double sink. Two huge bedrooms having built-in robes and abundant lighting. Bathroom is fully tiled and has frameless glazing to a large shower and quality fixtures and fittings. Further features include European laundry; square set cornices; air-conditioning, video intercom; and one basement car space with internal access and personal storage cages.Diverse, energetic and connected, Carnegie is the south-east suburb that has it all. Foodies flock here for its cafes and eateries, while a bustling main strip, abundant amenities and lush green spaces mean locals are well and truly spoilt for choice. Expertly crafted by Pitard Group, Carnegie Place showcases the brand's renowned quality and design that's made for living first, and foremost. Within its stylish facade, thoughtful interiors across 1, 2 and 3-bedroom apartments reveal light-filled, open-plan living spaces to kick back or entertain.  Carnegie Place exemplifies the neighbourhood's spirited, lifestyle-centric attitude. A collection of 47 apartments, it is staged over four levels atop ground-floor retail and eatery with alfresco dining. Carnegie Place has your every need catered for.  Residences at Carnegie Place are perfectly designed for both relaxing and entertaining. Spacious and open-plan living areas extend to landscaped outdoor terraces that create a seamless flow between the indoors and out. Filled with natural light, interiors have been rendered in a soft neutral colour palette, creating a canvas to truly make your own. Replete with high ceilings, engineered timber flooring and natural textures these are spaces of style and substance.Show More","(-37.889153, 145.056342)"
640000,Unit,2018,,2/405 Neerim Road Carnegie VIC 3163,2,2,1,1894,"Welcome To Portrait Apartments! FOR SALE via PRIVATE NEGOTIATION ** HOW TO REGISTER FOR AN INSPECTION - Click the 'Get In Touch' button, tick 'Request An Inspection' and enter your contact details, then an email will follow with a link to book your preferred inspection time **** REGISTRATION IS ESSENTIAL - Inspections will only proceed with registrations ** Introducing a must see residence! Sitting only 12km from Melbourne?s bustling CBD, amongst some of the city?s most prestigious suburbs, Carnegie offers both location and lifestyle without skimming on cultural diversity. Start your day with breakfast and a coffee at any of the trendy local cafes, before catching a SmartBus to Chadstone, the Fashion Capital of Melbourne and largest retailer in the Southern Hemisphere. Only 1.8km from your doorstep, you?re spoilt for choice with an array of luxury and local retailers, from Prada and Chanel to Zara and David Jones. All imaginable amenities are on your doorstep when you live at Portrait. Some of Victoria?s most highly-regarded educational facilities, including the exclusive Caulfield Grammar and thriving Monash University, are just a short distance away. Carnegie offers many public transport options, with Tram No 67 taking you directly to The University of Melbourne, numerous bus routes connecting you to wider Melbourne, and Flinders Street Station only 15 minutes away by train. Portrait's award winning Centrum Architects deliver a modern, 4 level design of concrete, glass, timber and luxurious metallic accents anchored by a spacious lobby entrance, ground level retail and caf? spaces. The architecture utilises receding levels, balconies and interlocking forms to create privacy and shade in an ageless design that maximises solar access and views. This ground floor 2 bedroom (1 x ensuite) apartment comes with natural touches of stone and timber and a warm open living plan with 4 metre high ceilings. The spacious courtyard adds a sense of sanctuary, becoming a fluid extension to the interiors while adding multi purpose outdoor living. In the kitchen, stone bench tops (with island/breakfast bar), integrated premium Bosch appliances, classic chrome tapware and discreet storage add both function and beauty.  Other features include split system A/C, secure car park and storage cage. ** Online registrations for inspection times are essential to be updated of any changes **Show More","(-37.890329, 145.06552)"
,Unit,,,2/246 Grange Road Carnegie VIC 3163,2,1,2,256,"**Thank you for viewing this property. Please be advised that this auction will be conducted online only, and no one will be present on site. Registration is required prior to bidding. See the registration link and Live Auction-Room link below (Spectators are welcome!)** Bidding Registration:   https://portal.bidtracker.com.au/auctions/f782cac6-fde6-4146-b846-7521095196d4/register-bidder/  (This link will expire 15minutes before the auction)  Auction Room:   https://meet.google.com/fkn-fobq-bcy *Entrance on Kingsley Parade This charming 2-bedroom, 1-bathroom villa unit offers an ideal opportunity to step into the vibrant community of Carnegie.  Boasting two bedrooms with built-in robes, a generously sized bathroom, and an open-plan layout encompassing living, dining, and meals areas, this residence exudes comfort and convenience.  The kitchen, both spacious and practical, ensures seamless functionality. with a north-facing aspect, natural light fills the property, creating an inviting atmosphere. Outside, a rear yard complete with a storage shed provides ample space for entertainment.  Additionally, off-street parking caters to two vehicles, including one in a secure lock-up garage. Enjoy the convenience of walking to Ormond Railway Station, Ormond strip shops, nearby parks, and schools. Don't miss out on this fantastic opportunity!Show More","(-37.899197, 145.045342)"
,Apartment,,,3/389 Neerim Road Carnegie VIC 3163,2,1,1,,"**Thank you for viewing this property. Please be advised that this auction will be conducted online only, and no one will be present on site. Registration is required prior to bidding. See the registration link and Live Auction-Room link below (Spectators are welcome!)** Bidding Registration:    https://portal.bidtracker.com.au/auctions/6dc45583-aa03-4cdb-8106-5c119afa6e82/register-bidder/  (This link will expire 15minutes before the auction)  Auction Room:   https://meet.google.com/fkn-fobq-bcy   Step into a world of comfort and style with this vibrant, light-filled two-bedroom apartment in a prime locale!  As you enter, be embraced by lush carpet guiding you through a tiled kitchen area, boasting a sizable island bench and fixed bench space adorned with sleek stone countertops. Revel in the well-designed storage fit-out, featuring overhead cupboards and convenient drawers beneath bench level - the perfect haven for all your kitchen essentials. Stainless steel appliances and a spacious pantry elevate the modernised appeal of this culinary masterpiece. Continue your journey into a thoughtfully designed open plan living and dining area, offering a seamless flow of space and light. This inviting area opens up to a generously sized private courtyard, fully fenced and ready for you to explore new heights of indoor/outdoor entertaining. Embrace year-round comfort with the internal split system heating and cooling. The main bedroom is a haven of natural light, complemented by a sizable window providing ample ventilation. The secondary bedroom offers versatility, perfect for hosting a desk and creating an ideal study environment for work or creative pursuits. The central bathroom is a sophisticated retreat, complete with a single vanity, well-sized shower, and European laundry. Tall cupboards and mirrored cabinets provide additional storage, enhancing the overall spacious feel of the bathroom. Experience the convenience of an off-street parking space and storage cage for added peace of mind. Located less than 200m away from Murrumbeena station, you are perfectly situated to enjoy all that Melbourne has to offer. Indulge in a plethora of cafes and restaurants along Murrumbeena Road & Koornang Road, with parks nearby to enhance your leisurely pursuits. Show More","(-37.89049, 145.064876)"
430000,Unit,1970,,6/48 Moonya Road Carnegie VIC 3163,2,1,1,1118,"A garden sanctuary on the first floor, this serene 1 bedroom + study security apartment is open and airy with a lovely fresh inviting feel. Warm and relaxing, this modern retreat enjoys generous living and dining area with delightful kitchen and covered balcony, a spacious bedroom (BIRs & drawers) with a luxury porcelain ensuite/laundry and a leadlight glass door to a private study. With tranquil leafy views making it private and peaceful, this idyllic pad enjoys a R/C air conditioner, security intercom and auto gate to a carport. In this well maintained building, moments to Koornang Park, tram, cafes, bus services, Packer Park and all the cosmopolitan delights of Carnegie.","(-37.89684, 145.060933)"
860000,Unit,1980,105,1/19 Gnarwyn Road Carnegie VIC 3163,2,1,2,216,"PLEASE NOTE THE INSPECTION TIMES ADVERTISED ARE BY APPOINTMENT ONLY. YOU MUST REGISTER PRIOR TO ATTENDANCE.  Enjoy the warmth & spaciousness found in this well-maintained 2 bedroom villa. With its own street frontage and private driveway, this sun-filled retreat enjoys a north facing living & dining room, generous kitchen/meals with great storage, 2 good size bedrooms (BIRs), central bathroom & laundry, ducted heating, R/C air conditioning, security doors, utility courtyard, private north facing front garden, auto garage & carport. Metres to shops, cafes, tram, Koornang Park & outdoor pool, moments to train, schools & Chadstone Shopping Centre.  Please click 'Book Inspection' or 'Email Agent' to register for the inspection. Open for inspections and property availability are subject to change and cancellations, registering your details will ensure you are immediately notified via SMS of any changes or cancellations to inspection times.Show More","(-37.894216, 145.060088)"
588000,Unit,2015,60,308/2 Morton Avenue Carnegie VIC 3163,2,2,1,,"This chic urban style luxury apartment is ideally situated for the lifestyle you want, with all the vibrant conveniences of Koornang Road right on your doorstep. Enjoying secure lift access to the third floor, this superbly designed apartment presents young professionals wanting to enter the market or savvy investors looking for a future proof investment with an ideal opportunity. Immaculate timber flooring flows seamlessly from the entrance hallway right through to the open plan living & dining zone where large windows enjoy panoramic views with city glimpses & floor-to-ceiling sliding doors lure brilliant natural light & connect to an expansive north-west facing balcony, ideal for alfresco relaxing & entertaining. Adding to the appeal is a gourmet crisp white stone kitchen with quality European appliances (including integrated dish drawer dishwasher), ample storage & sweeping views. While a glass encapsulated main bedroom with built-in robes & luxe ensuite, a comfortable second bedroom with built-in robes & a stylish bathroom completes the accommodation. Other features include Euro laundry, hallway storage, split system heating/cooling, secure video intercom entry & basement parking for one car & storage cage. Brilliantly positioned in the heart of Carnegie just moments from Carnegie train station, Koornang Road shopping strip & close to parklands, Monash University Caulfield Campus & Chadstone Shopping Centre.","(-37.886638, 145.058222)"
660000,Unit,2004,90,21/1162-1164 Dandenong Road Carnegie VIC 3163,2,2,2,2623,"Superbly positioned to enjoy all thriving Carnegie has to offer with easy city-wide connection via Dandenong Road, this spacious, well-appointed apartment presents a savvy entry point into this desirable locale. Beyond secure intercom-monitored entry & down a central walkway flanked by beautifully landscaped grounds, the residence enjoys an elevated first-floor position in the complex's rear building for complete peace & privacy. Light-filled & so much larger than expected, the stylish interior centres around a luxurious open-plan living & dining space lined with sliding glass doors opening to a spacious entertainer's balcony fitted with a retractable awning for all-weather enjoyment. A marble kitchen is well-equipped with stainless-steel appliances of oven, induction cooktop & Bosch dishwasher. Two bedrooms (one with built-in robes) share a central bathroom with marble vanity & shower-over-bath while the primary suite situated at the front for privacy enjoys an en suite & built-in robes and split system. Complete with a European laundry, split system in the living & two secure underground parking spots, revel in a highly sought urban lifestyle with Carnegie's shopping & dining strip around the corner, Chadstone Shopping Centre down the road & city-wide access with a bus stop on your doorstep & Carnegie Station a short stroll away.","(-37.885026, 145.065688)"
474000,Unit,1970,65,8/184 Neerim Road Carnegie VIC 3163,2,1,1,1006,"Located in the blue-ribbon suburb of Carnegie, this first floor, light filled 2 bedroom apartment is conveniently located within walking distance of shops, trendy cafes, restaurants, public transport & sought after facilities plus the highly regarded Chadstone Shopping Centre is only a few moments away.  Comprising a private entry & entry hall, generous living room with sunny balcony, separate freshly updated &ldquo;Eat In&rdquo; kitchen, two generous bedrooms, main with built-in robes & a sparkling bathroom. Features include air conditioning, built-in washing machine, under cover parking on title & more. This is the perfect entry point for first home buyers or smart investors.  Make this place your own & enjoy the comforts of your own property or enjoy the returns in this highly sought after location. View as listed or call/email/SMS us for more information.Show More","(-37.887381, 145.048071)"
741000,Unit,2018,80,110/3 Elliott Avenue Carnegie VIC 3163,2,2,1,2196,"Brilliantly located on the first floor of the exclusive Ella complex, this fabulous as new securely located apartment offers stylish contemporary living, impeccable quality & stunning design in a location second to none. French Oak flooring flows from the entrance hallway through to an expansive open plan living & dining domain served by an inspired stone topped kitchen with breakfast bar, quality Ilve appliances (including integrated dishwasher & microwave) & an abundance of streamlined soft close cabinetry. Adding to the appeal is an enclosed full width undercover balcony perfect for alfresco relaxing & entertaining. Also featuring a generously sized bedroom with study nook, walkway of mirrored built-in robes & luxe ensuite, a comfortable second bedroom with mirrored built-in robes & balcony access & a stylish central bathroom. Other features include reverse cycle heating/cooling, a concealed European laundry, hallway storage, video intercom entry & lift or stair access to basement carpark with storage cage. Offering a hassle free lifestyle in the heart of Carnegie with Koornang Road's cafes, restaurants, fresh food stores, supermarkets, public transport & an array of lifestyle amenities literally on your doorstep.","(-37.88828, 145.06018)"
,Apartment,,,103/16 Woorayl Street Carnegie VIC 3163,1,1,1,,"Step into a north-facing one-bedroom, one-bathroom residence nestled in the heart of Carnegie. Beautiful light-coloured floorboards guide you through a sunlit central living room, accentuating the kitchen adorned with modern, stylish finishes. The kitchen boasts a generously sized wrap-around island bench complemented by stone countertops. Experience the convenience of overhead cupboards, along with additional cupboards and drawers situated beneath bench level, providing abundant storage space for your belongings and utensils. Indulge in the convenience of high-quality SMEG appliances. Enter the main bedroom, adorned with quality carpeting throughout. A sizable window enhances natural light and ventilation, while a substantial walk-in robe awaits your belongings. The bathroom features a sleek single vanity with a stone benchtop, a shower accompanied by mirrored cupboards, and a European laundry.Relish your own private balcony overlooking the vibrant streets of Carnegie. Stay comfortable year-round with the split system heating and cooling. Benefit from secure, underground parking and a storage cage for added convenience. Make the most of various shared facilities, such as a rooftop infinity pool, fully equipped gym, and exclusive entertainment zones fitted with covered BBQ areas, ensuring year-round entertainment possibilities. With Carnegie Train Station at your doorstep, seamless access to Melbourne's CBD is at your fingertips, allowing you to savour all the city has to offer. Just under 150m away lies Carnegie Central Shopping Mall, as well as a variety of cafes and restaurants lining Carnegie's Koornang Road Precinct.Show More","(-37.885719, 145.058637)"
350000,Unit,2018,40,203/1B Kokaribb Road Carnegie VIC 3163,1,1,1,420,NG,"(-37.886494, 145.056567)"
575000,Unit,2018,70,105/247 Neerim Road Carnegie VIC 3163,2,2,1,2074,"**Thank you for viewing this property. Please be advised that this auction will be conducted online only, and no one will be present on site. Registration is required prior to bidding. See the registration link and Live Auction-Room link below (Spectators are welcome!)** Bidding Registration:   https://portal.bidtracker.com.au/auctions/8998b85f-0256-4dd2-bed6-9edf5ebc7e0f/register-bidder/  (This link will expire 15minutes before the auction)  Auction Room:  https://meet.google.com/jua-qvnf-pdw   In Carnegie's distinguished 'Maison' development, featuring architectural mastery by the esteemed Fender Katsalidis, lies this expansive, two-bedroom, two-bathroom apartment on the first floor, offering both security and sophistication.  Exuding contemporary elegance with its European Oak floors, brushed bronze fixtures, and striking pendant lighting, this residence epitomises modern luxury. The spacious open-plan living area seamlessly integrates a European laundry and a pristine white kitchen adorned with Miele appliances. Two inviting carpeted bedrooms, each boasting mirrored built-in robes, accompany two sleek bathrooms, including an ensuite. Floor-to-ceiling sliding doors lead to a balcony terrace, providing an ideal setting for enjoying your mornings, afternoons and evenings.  Designed with a commitment to sustainability, this remarkable apartment features double-glazed windows and doors, reverse cycle air conditioning, video intercom and lift access to secure basement parking complete with an adjacent storage unit.  Situated in the heart of the action , enjoy vibrant Koornang Road shopping and dining precinct, offering an array of cafes, specialty shops, a library, bus services, and the Train station. Conveniently located near Carnegie Primary School, the Glen Huntly Road tram, and the exciting pool redevelopment at Koornang Park, this residence offers the epitome of contemporary urban living. Show More","(-37.888498, 145.054276)"
450000,Apartment,,,207/25 Truganini Road Carnegie VIC 3163,1,1,1,,"**Thank you for viewing this property. Please be advised that this auction will be conducted online only, and no one will be present on site. Registration is required prior to bidding. See the registration link and Live Auction-Room link below (Spectators are welcome!)** Bidding Registration:  https://portal.bidtracker.com.au/auctions/b2ca9bcf-0c79-49ef-98c2-235f11047c29/register-bidder/  (This link will expire 15minutes before the auction)  Auction Room:  https://meet.google.com/jua-qvnf-pdw Discover the epitome of urban living in the heart of Carnegie, surrounded by the vibrant energy of gourmet delights and retail treasures. This contemporary apartment caters to the needs of the urban professional, astute investor, or anyone seeking a ready-to-move-in home. As you step inside, you'll find timber floors seamlessly flowing into a bright and open-plan space, complete with a premium kitchen boasting stainless steel appliances, an island bench with breakfast bar capabilities plus a large separate dining area.  Larger than your average one bedroom apartment, the generously proportioned interiors reveal light-filled open-plan living and dining flowing out via sliding doors to a terrace perfect for indoor and outdoor gatherings. The bedroom, with ample walk-in closet space, leading into the bathroom featuring a frameless walk-in shower, double vanity sink showcasing the sophistication and style of this residence. Additionally, a fitted European laundry adds to the convenience of this sunlit gem, along with its comprehensive security features, secure underground parking for one vehicle, and generous basement storage. This impeccable apartment meets all the criteria for cosmopolitan living and is an excellent choice for young couples, downsizers, or savvy investors. Walking distance to all that Carnegie has to offer including Carnegie train station, Koornang Road shopping centre, catch the 67 tram down Glen Huntly Road towards Elsterwnick or walk Carnegie Primary school.  Show More","(-37.889155, 145.05472)"
510000,Unit,2016,63,11/1298 Glen Huntly Road Carnegie VIC 3163,1,1,1,,"Don't miss out on your opportunity to snap up the lifestyle you've always dreamed in this stunning, spacious & secure ground floor apartment, ideally located at the rear of this stylish boutique development &ldquo;Ever&rdquo; & just a leisurely stroll to a variety of cafes, shops & transport. This great find would ideally suit young professionals wanting to break into the market, downsizers looking for single level ease or savvy investors seeking high rent returns. Enter into a light filled open plan living & dining zone with timber flooring & sliding doors opening out to an oversized alfresco courtyard ideal for relaxing & entertaining, all further complemented by a gourmet stone kitchen with a large central island bench/breakfast bar, glass splashbacks, good storage & quality appliances (including integrated dishwasher). Also comprising two generous bedrooms both with expansive built-in robes (one with courtyard access) & a stylishly appointed central bathroom. Other attributes include split system heating/air conditioning units, Euro laundry, video intercom entry & secure basement parking for one car with storage cage. Enjoy all the benefits of living in this sought after locale, conveniently located within walking distance of vibrant Koornang & Glen Huntly Road shopping strips, close to Chadstone Shopping Centre, a choice of transport options & Monash University. Truly, a lifestyle opportunity not to be missed!","(-37.890682, 145.051239)"
776000,Unit,,75,306/285 Neerim Road Carnegie VIC 3163,,2,2,107,"Stunning apartment which has it all including bright and spacious open-plan living, dining and kitchen space. Living features full-width sliding windows that open out onto private balcony.  The sleek kitchen includes quality appliances, pantry and double sink. Two huge bedrooms having built-in robes and abundant lighting. Bathroom is fully tiled and has frameless glazing to a large shower and quality fixtures and fittings. Further features include European laundry; square set cornices; air-conditioning, video intercom; and two basement car spaces.Diverse, energetic and connected, Carnegie is the south-east suburb that has it all. Foodies flock here for its cafes and eateries, while a bustling main strip, abundant amenities and lush green spaces mean locals are well and truly spoilt for choice. Expertly crafted by Pitard Group, Carnegie Place showcases the brand's renowned quality and design that's made for living first, and foremost. Within its stylish facade, thoughtful interiors across 1, 2 and 3-bedroom apartments reveal light-filled, open-plan living spaces to kick back or entertain.  Carnegie Place exemplifies the neighbourhood's spirited, lifestyle-centric attitude. A collection of 47 apartments, it is staged over four levels atop ground-floor retail and eatery with alfresco dining. Carnegie Place has your every need catered for.  Residences at Carnegie Place are perfectly designed for both relaxing and entertaining. Spacious and open-plan living areas extend to landscaped outdoor terraces that create a seamless flow between the indoors and out. Filled with natural light, interiors have been rendered in a soft neutral colour palette, creating a canvas to truly make your own. Replete with high ceilings, engineered timber flooring and natural textures these are spaces of style and substance.Show More","(-37.889153, 145.056342)"
801300,Unit,2022,88,315/1242 Glen Huntly Road Carnegie VIC 3163,2,2,,,NG,"(-37.890073, 145.046325)"
2095000,House,1920,177,55 Tranmere Avenue Carnegie VIC 3163,3,2,,475,"This captivating weatherboard period gem, steeped in undeniable charm, has been stylishly renovated & extended & is sure to interest many. A picturesque beautifully established enclosed front garden greets you on arrival, setting the scene for what lies within.  On the interior, rich timber flooring flows from the entrance hallway resplendent with glistening leadlight windows & an abundance of hallway storage through to the heart of the home - an impressively spacious, naturally light filled living & dining zone with built-in cabinetry.  While two sets of sliding doors seamlessly connect to a wonderfully expansive entertainer's oasis - an undercover alfresco timber deck, complete with built-in BBQ, outdoor heater & TV wine fridge overlooking a solar heated pool & rear garden surrounded by lush greenery. Adding to the open plan appeal a gourmet stone kitchen entices with a large central island bench/breakfast bar, walk-in pantry, quality appliances (including integrated dishwasher), mirrored splashbacks & an abundance of storage.  The front of the house comprises a comfortable main bedroom with bay window enjoying a lovely front garden outlook, walk-in robe & stylish ensuite, two additional good sized bedrooms with built-in robes, a large study with built-in desks & cabinetry/optional fourth bedroom & a modern fully tiled central bathroom with shower & bath.  Other features include off street parking for one car behind auto front gates, ducted heating, split system heating/cooling, large laundry with storage, powder room, attic storage, rear studio/storage space & plantation shutters.  Ideally located within walking distance to vibrant Koornang Road's shops, cafes & restaurants, just a short trip to Chadstone Shopping Centre & close to transport, parklands & well regarded schools. Walk in & you don't have to do a thing!!Show More","(-37.892044, 145.060865)"
295000,Unit,1970,47,6/2 Grandview Grove Carnegie VIC 3163,1,1,1,821,"Wake up and enjoy the lovely ambience of being in the trees with this sun filled one bedroom first floor apartment. Well maintained yet in original order, this private retreat enjoys an entry foyer into the inviting living and dining room, a classic kitchen with new gas stove, a secluded bedroom with built in robes and a traditional ensuite with shower over the bath, laundry taps, updated vanity and toilet. Modernised with all the blissful comforts including gas heating, ceiling fans, a security door, external blinds and a carport, it's a sought after first home or investment in this prized street. One of only eight, footsteps to Packer Park?s velodrome, Lauriston Tennis Club and Left Field Caf?, walk up Koornang Road to the city tram, Koornang Park and the Chadstone bus, or train at Duncan Mackinnon Reserve, with a choice of Ormond or Carnegie train stations and their surrounding shops, fitness studios, wine bars, professional/medical services, cafes and restaurants only minutes away.","(-37.90013, 145.056025)"
295000,Unit,1970,,Grandview Grove Carnegie VIC 3163,1,,,821,NG,"(-37.892883, 145.056115)"
815000,Unit,1970,500,2/281 Koornang Road Carnegie VIC 3163,2,1,1,159,"A perfect amalgamation of convenience and low-maintenance lifestyle appeal, this beautifully updated unit presents the ideal opportunity for first home buyers, investors or downsizers. - Two generously sized robed bedrooms, including a master bedroom with built-in-robe and ceiling fan. - Neatly presented bathroom with dual access toilet.- Ideal for meal preparation, the kitchen has been renovated and beautifully appointed with glass splashbacks, Euro appliances and a Westinghouse dishwasher. - Daily relaxation is taken care of with a light-filled lounge room boasting a ceiling fan and sliding doors leading out to the recently landscaped rear garden courtyard. - Full-sized laundry stepping out onto a tidy utility courtyard. - Additional benefits include, fresh paintwork, new carpet throughout, new blinds, ducted reverse cycle heating/cooling plus a single garage. Positioned to provide absolute convenience on the doorstep of Koornang Road Shopping Village, Koornang Park Playground, Carnegie Primary School, Carnegie Train Station and trams, whilst within easy reach of Chadstone Shopping Centre plus the Monash Freeway. Photo ID is required at the open homesShow More","(-37.898408, 145.054915)"
1268888,Townhouse,1935,104,2A Kokaribb Road Carnegie VIC 3163,2,1,2,251,"Displaying splendid period features throughout -decorative ceilings and cornices, picture rails, frosted glass, rendered walls- this beautifully updated, semi-detached two-bedroom plus study art deco home is blessed with real charisma.  Filled with natural light and boasting breathtaking ceilings, both the grand front bedroom and living space showcase the home's century-old heritage. Set on timber floors, the home flows through to a meals area and bright, airy kitchen shining with stainless steel appliances. The large updated bathroom features a shower-over-bath and laundry space, and further highlights of the home include second bedroom, powder room, study nook, Bi-fold custom doors opening onto a picturesque oriental designed garden with covered deck, shed, and generous driveway parking. Other features include heating, A/C, alarm and solar panels.Delivering incredible convenience, you'll find Carnegie Station, supermarkets, restaurants and cafes mere metres away. Walk to Glenhuntly Road trams and retail, zoned Glen Eira College, Monash Uni, Caulfield Racecourse, East Caulfield Reserve, Koornang Park and more.Show More","(-37.886379, 145.056125)"
1200000,House,1985,145,2/40 Railway Road Carnegie VIC 3163,3,2,2,367,"Quietly located at the rear of only two with its own driveway, this generously proportioned three bedroom home boasts a tranquil leafy garden setting, while being located happily within just a few minutes of Carnegie's buzzing main street & a vast array of facilities. This exceedingly comfortable home is introduced by a private porched entry & central hallway, opening to a light filled lounge-dining room, kitchen with breakfast bar, gas cook top, wall oven & dishwasher with adjoining family room. The three large bedrooms boast built-in robes with the main featuring a walk-in robe & ensuite. They are further complemented by a sparkling family bathroom, separate toilet, fitted laundry & generous storage throughout the home. Features include private front & rear gardens, the rear featuring an expansive deck, ideal for indoor-outdoor entertaining, a double car port, gas ducted heating, polished timber floors & more. This is an ideal second home buy, downsizing opportunity or astute investment. Located just moments from vibrant Koornang Road with its vast array of shops, 4 supermarkets, Harris Scarfe, Spotlight, restaurants, cafes, station, tram & bus services plus schools (preschool-University), parks, gardens & recreation facilities including the soon to reopen Carnegie Aquatic Centre.View as listed or call/email/SMS us for more information & a private viewing that is sure to delight.Show More","(-37.891983, 145.053407)"
